Experiment,Transect,Plot,Treatment,Species,HostGroup,BackgroundSpecies,Density,Observer,DamageDate,SeedCollectionDate,Plant.ID,leaf1,leaf2,leaf3,leaf4,leaf5,leaf6,Rust?,SeedCollection,Notes
Competition,NA,74,ambient,BD,BD seed,EG seed,10,TCB,5/11/16,5/17/16,X788,0,0,0,NA,NA,NA,,YES,R690
Competition,NA,74,ambient,BH,BH seed,EG seed,10,TCB,5/11/16,5/17/16,X784,0,0,0,NA,NA,NA,,YES,R686
Competition,NA,74,ambient,EG,EG seed,EG seed,10,TCB,5/11/16,5/17/16,X691,1,0.1,0,NA,NA,NA,,NO,
Competition,NA,74,ambient,SP,SP seed,EG seed,10,TCB,5/11/16,5/17/16,MISSING,NA,NA,NA,NA,NA,NA,,NO,
Competition,NA,74,ambient,EG,EG adult,EG seed,10,TCB,5/11/16,5/17/16,X787,5,50,0.1,NA,NA,NA,YES,YES,orange rust; R689
Competition,NA,74,ambient,SP,SP adult,EG seed,10,TCB,5/5/16,5/11/16,X785,5,1,1,NA,NA,NA,,YES TWO,R687; 2ND ON 5/17
Competition,NA,75,fungicide,AB,AB seed,BH seed,40,TCB,5/5/16,5/17/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,75,fungicide,BD,BD seed,BH seed,40,TCB,5/5/16,5/17/16,X695,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,75,fungicide,BH,BH seed,BH seed,40,TCB,5/5/16,5/17/16,X694,0,0.1,NA,NA,NA,NA,,YES,
Competition,NA,75,fungicide,EG,EG seed,BH seed,40,TCB,5/5/16,5/17/16,X692,0.1,0.1,0,NA,NA,NA,,NO,
Competition,NA,75,fungicide,SP,SP seed,BH seed,40,TCB,5/5/16,5/17/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,75,fungicide,EG,EG adult,BH seed,40,TCB,5/5/16,5/17/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,75,fungicide,SP,SP adult,BH seed,40,TCB,5/5/16,5/11/16,X693,1,5,5,NA,NA,NA,,YES,
Competition,NA,76,inoculation,AB,AB seed,EG seed,20,TCB,5/5/16,5/17/16,X697,0.1,NA,NA,NA,NA,NA,,YES,
Competition,NA,76,inoculation,BD,BD seed,EG seed,20,TCB,5/5/16,5/17/16,X702,0.1,0,NA,NA,NA,NA,,YES,
Competition,NA,76,inoculation,BH,BH seed,EG seed,20,TCB,5/5/16,5/17/16,X698,0,0,0.1,NA,NA,NA,,YES,
Competition,NA,76,inoculation,EG,EG seed,EG seed,20,TCB,5/5/16,5/17/16,X699,0.1,1,0,NA,NA,NA,,NO,
Competition,NA,76,inoculation,SP,SP seed,EG seed,20,TCB,5/5/16,5/17/16,X700,1,0.1,NA,NA,NA,NA,,NO,
Competition,NA,76,inoculation,EG,EG adult,EG seed,20,TCB,5/5/16,5/17/16,X701,0.1,1,1,NA,NA,NA,,YES,
Competition,NA,76,inoculation,SP,SP adult,EG seed,20,TCB,5/5/16,5/11/16,X696,5,1,5,NA,NA,NA,,YES,only AB NA bent at seed head
Competition,NA,77,fungicide,AB,AB seed,SP seed,20,TCB,5/5/16,5/17/16,X702,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,77,fungicide,BD,BD seed,SP seed,20,TCB,5/5/16,5/17/16,X703,0.1,NA,NA,NA,NA,NA,,YES,
Competition,NA,77,fungicide,BH,BH seed,SP seed,20,TCB,5/5/16,5/17/16,X704,0,0,0,NA,NA,NA,,YES,
Competition,NA,77,fungicide,EG,EG seed,SP seed,20,TCB,5/5/16,5/17/16,X705,1,0,0.1,NA,NA,NA,,NO,
Competition,NA,77,fungicide,SP,SP seed,SP seed,20,TCB,5/5/16,5/17/16,X706,0,0,0,NA,NA,NA,,NO,
Competition,NA,77,fungicide,EG,EG adult,SP seed,20,TCB,5/5/16,5/17/16,X707,0.1,1,0.1,NA,NA,NA,,YES,
Competition,NA,77,fungicide,SP,SP adult,SP seed,20,TCB,5/13/16,5/11/16,X708,10,1,0.1,NA,NA,NA,,YES,
Competition,NA,78,inoculation,AB,AB seed,AB seed,40,TCB,5/13/16,5/17/16,X709,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,78,inoculation,BD,BD seed,AB seed,40,TCB,5/13/16,5/17/16,X710,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,78,inoculation,BH,BH seed,AB seed,40,TCB,5/13/16,5/17/16,X711,0.1,0,NA,NA,NA,NA,,YES,
Competition,NA,78,inoculation,EG,EG seed,AB seed,40,TCB,5/13/16,5/17/16,X712,1,1,0,NA,NA,NA,,NO,
Competition,NA,78,inoculation,SP,SP seed,AB seed,40,TCB,5/13/16,5/17/16,X713,0,0.1,0,NA,NA,NA,,NO,
Competition,NA,78,inoculation,EG,EG adult,AB seed,40,TCB,5/13/16,5/17/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,78,inoculation,SP,SP adult,AB seed,40,TCB,5/5/16,5/11/16,X714,1,1,10,NA,NA,NA,,YES,
Competition,NA,79,fungicide,AB,AB seed,EG seed,80,TCB,5/5/16,5/17/16,X715,0,0,0,NA,NA,NA,,YES,
Competition,NA,79,fungicide,BD,BD seed,EG seed,80,TCB,5/5/16,5/17/16,X716,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,79,fungicide,BH,BH seed,EG seed,80,TCB,5/5/16,5/17/16,X717,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,79,fungicide,EG,EG seed,EG seed,80,TCB,5/5/16,5/17/16,X718,1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,79,fungicide,SP,SP seed,EG seed,80,TCB,5/5/16,5/17/16,X719,0.1,0,NA,NA,NA,NA,,NO,
Competition,NA,79,fungicide,EG,EG adult,EG seed,80,TCB,5/5/16,5/17/16,X720,0.1,0.1,0,NA,NA,NA,,NO,
Competition,NA,79,fungicide,SP,SP adult,EG seed,80,TCB,5/5/16,5/11/16,X721,5,1,1,NA,NA,NA,,YES,
Competition,NA,80,ambient,AB,AB seed,BH seed,10,TCB,5/5/16,5/17/16,X725,1,0.1,0,NA,NA,NA,YES,YES,orange rust
Competition,NA,80,ambient,BD,BD seed,BH seed,10,TCB,5/5/16,5/17/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,80,ambient,BH,BH seed,BH seed,10,TCB,5/5/16,5/17/16,X726,0.1,0.1,NA,NA,NA,NA,,YES,
Competition,NA,80,ambient,EG,EG seed,BH seed,10,TCB,5/5/16,5/17/16,X722,1,0,0.1,NA,NA,NA,,NO,
Competition,NA,80,ambient,SP,SP seed,BH seed,10,TCB,5/5/16,5/17/16,X726,1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,80,ambient,EG,EG adult,BH seed,10,TCB,5/5/16,5/17/16,X724,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,80,ambient,SP,SP adult,BH seed,10,TCB,5/5/16,5/11/16,X723,5,5,1,NA,NA,NA,,NO,
Competition,NA,81,ambient,AB,AB seed,BH seed,100,TCB,5/5/16,5/17/16,X730,0,0.1,NA,NA,NA,NA,,YES,
Competition,NA,81,ambient,BD,BD seed,BH seed,100,TCB,5/5/16,5/17/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,81,ambient,BH,BH seed,BH seed,100,TCB,5/5/16,5/17/16,X729,0.1,NA,NA,NA,NA,NA,,YES,
Competition,NA,81,ambient,EG,EG seed,BH seed,100,TCB,5/5/16,5/17/16,X728,0.1,0.1,0,NA,NA,NA,,NO,
Competition,NA,81,ambient,SP,SP seed,BH seed,100,TCB,5/5/16,5/17/16,X727,0.1,0.1,0,NA,NA,NA,,NO,
Competition,NA,81,ambient,EG,EG adult,BH seed,100,TCB,5/5/16,5/17/16,X732,0.1,0.1,0,NA,NA,NA,,YES,
Competition,NA,81,ambient,SP,SP adult,BH seed,100,TCB,5/5/16,5/11/16,X731,5,10,1,NA,NA,NA,,YES,
Competition,NA,82,ambient,AB,AB seed,AB seed,100,TCB,5/5/16,5/17/16,X734,1,0.1,1,NA,NA,NA,,YES,
Competition,NA,82,ambient,BD,BD seed,AB seed,100,TCB,5/5/16,5/17/16,X736,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,82,ambient,BH,BH seed,AB seed,100,TCB,5/5/16,5/17/16,X733,0,0,0,NA,NA,NA,,YES,
Competition,NA,82,ambient,EG,EG seed,AB seed,100,TCB,5/5/16,5/17/16,X737,0.1,0,0.1,NA,NA,NA,,NO,
Competition,NA,82,ambient,SP,SP seed,AB seed,100,TCB,5/5/16,5/17/16,MISSING,NA,NA,NA,NA,NA,NA,,NO,
Competition,NA,82,ambient,EG,EG adult,AB seed,100,TCB,5/5/16,5/17/16,X735,1,1,0,NA,NA,NA,,YES,
Competition,NA,82,ambient,SP,SP adult,AB seed,100,TCB,5/5/16,5/11/16,X738,5,5,0.1,NA,NA,NA,,YES,
Competition,NA,83,fungicide,AB,AB seed,AB seed,40,TCB,5/5/16,5/11/16,X791,0,0,0,NA,NA,NA,,YES,
Competition,NA,83,fungicide,BD,BD seed,AB seed,40,TCB,5/5/16,5/11/16,X792,0.1,0.1,0,NA,NA,NA,,YES,
Competition,NA,83,fungicide,BH,BH seed,AB seed,40,TCB,5/5/16,5/11/16,X789,0,0,NA,NA,NA,NA,,YES,
Competition,NA,83,fungicide,EG,EG seed,AB seed,40,TCB,5/5/16,5/11/16,X790,0.1,0.1,0,NA,NA,NA,,NO,
Competition,NA,83,fungicide,SP,SP seed,AB seed,40,TCB,5/5/16,5/11/16,X793,1,0,1,NA,NA,NA,,NO,
Competition,NA,83,fungicide,EG,EG adult,AB seed,40,TCB,5/5/16,5/11/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,83,fungicide,SP,SP adult,AB seed,40,TCB,5/5/16,5/11/16,X794,1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,84,ambient,AB,AB seed,EG adult,8,TCB,5/5/16,5/11/16,X796,1,1,0,NA,NA,NA,,YES,
Competition,NA,84,ambient,BD,BD seed,EG adult,8,TCB,5/5/16,5/11/16,X799,0,0,NA,NA,NA,NA,,YES,
Competition,NA,84,ambient,BH,BH seed,EG adult,8,TCB,5/5/16,5/11/16,X795,0,0,NA,NA,NA,NA,,YES,
Competition,NA,84,ambient,EG,EG seed,EG adult,8,TCB,5/5/16,5/11/16,X797,1,0,0,NA,NA,NA,,NO,
Competition,NA,84,ambient,SP,SP seed,EG adult,8,TCB,5/5/16,5/11/16,X798,1,1,0.1,NA,NA,NA,,NO,
Competition,NA,84,ambient,EG,EG adult,EG adult,8,TCB,5/5/16,5/11/16,X005,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,84,ambient,SP,SP adult,EG adult,8,TCB,5/5/16,5/11/16,X800,0.1,5,0,NA,NA,NA,,YES,
Competition,NA,85,ambient,AB,AB seed,EG adult,4,TCB,5/5/16,5/11/16,X803,1,0,0,NA,NA,NA,YES,YES,orange rust
Competition,NA,85,ambient,BD,BD seed,EG adult,4,TCB,5/5/16,5/11/16,X804,NA,NA,NA,NA,NA,NA,,YES,no live leaves
Competition,NA,85,ambient,BH,BH seed,EG adult,4,TCB,5/5/16,5/11/16,X801,0.1,0,NA,NA,NA,NA,,YES,
Competition,NA,85,ambient,EG,EG seed,EG adult,4,TCB,5/5/16,5/11/16,X802,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,85,ambient,SP,SP seed,EG adult,4,TCB,5/5/16,5/11/16,X805,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,85,ambient,EG,EG adult,EG adult,4,TCB,5/5/16,5/11/16,X807,1,0,0,NA,NA,NA,,NO,
Competition,NA,85,ambient,SP,SP adult,EG adult,4,TCB,5/5/16,5/11/16,X806,1,5,1,NA,NA,NA,,YES,
Competition,NA,86,ambient,AB,AB seed,SP seed,10,TCB,5/5/16,5/11/16,X819,0,0,0,NA,NA,NA,,YES,
Competition,NA,86,ambient,BD,BD seed,SP seed,10,TCB,5/5/16,5/11/16,X820,0,NA,NA,NA,NA,NA,YES,YES,orange rust on dead leaf
Competition,NA,86,ambient,BH,BH seed,SP seed,10,TCB,5/5/16,5/11/16,X821,0,0,0,NA,NA,NA,,YES,
Competition,NA,86,ambient,EG,EG seed,SP seed,10,TCB,5/5/16,5/11/16,X822,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,86,ambient,SP,SP seed,SP seed,10,TCB,5/5/16,5/11/16,X823,0,0,0,NA,NA,NA,,NO,
Competition,NA,86,ambient,EG,EG adult,SP seed,10,TCB,5/5/16,5/11/16,X824,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,86,ambient,SP,SP adult,SP seed,10,TCB,5/5/16,5/11/16,X829,1,0,0,NA,NA,NA,,YES,
Competition,NA,87,inoculation,AB,AB seed,EG adult,8,TCB,5/5/16,5/11/16,X825,0,0,0,NA,NA,NA,,YES,
Competition,NA,87,inoculation,BD,BD seed,EG adult,8,TCB,5/5/16,5/11/16,X828,0.1,1,0.1,NA,NA,NA,YES,YES,orange rust
Competition,NA,87,inoculation,BH,BH seed,EG adult,8,TCB,5/5/16,5/11/16,X826,0,0,NA,NA,NA,NA,,YES,
Competition,NA,87,inoculation,EG,EG seed,EG adult,8,TCB,5/5/16,5/11/16,X850,1,0,0.1,NA,NA,NA,YES,NO,orange rust
Competition,NA,87,inoculation,SP,SP seed,EG adult,8,TCB,5/5/16,5/11/16,MISSING,NA,NA,NA,NA,NA,NA,,NO,
Competition,NA,87,inoculation,EG,EG adult,EG adult,8,TCB,5/5/16,5/11/16,X827,1,5,0.1,NA,NA,NA,YES,YES,orange rust
Competition,NA,87,inoculation,SP,SP adult,EG adult,8,TCB,5/5/16,5/11/16,X830,1,1,1,NA,NA,NA,,YES,
Competition,NA,43,ambient,AB,AB seed,SP adult,6,TCB,5/5/16,5/12/16,X854,1,0,0.1,NA,NA,NA,,YES,
Competition,NA,43,ambient,BD,BD seed,SP adult,6,TCB,5/5/16,5/12/16,X853,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,43,ambient,BH,BH seed,SP adult,6,TCB,5/5/16,5/12/16,X852,0,0,0,NA,NA,NA,,YES,
Competition,NA,43,ambient,EG,EG seed,SP adult,6,TCB,5/5/16,5/12/16,X851,1,1,0.1,NA,NA,NA,YES,NO,orange rust
Competition,NA,43,ambient,SP,SP seed,SP adult,6,TCB,5/5/16,5/12/16,X855,1,1,1,NA,NA,NA,,NO,
Competition,NA,43,ambient,EG,EG adult,SP adult,6,TCB,5/5/16,5/12/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,43,ambient,SP,SP adult,SP adult,6,TCB,5/5/16,5/9/16,X678,0,0,0.1,NA,NA,NA,,YES,
Competition,NA,88,ambient,AB,AB seed,EG seed,40,TCB,5/5/16,5/12/16,X866,0,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,88,ambient,BD,BD seed,EG seed,40,TCB,5/5/16,5/12/16,X856,0,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,88,ambient,BH,BH seed,EG seed,40,TCB,5/5/16,5/12/16,X864,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,88,ambient,EG,EG seed,EG seed,40,TCB,5/5/16,5/12/16,X865,1,0,0.1,NA,NA,NA,YES,NO,some orange rust
Competition,NA,88,ambient,SP,SP seed,EG seed,40,TCB,5/5/16,5/12/16,X857,0.1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,88,ambient,EG,EG adult,EG seed,40,TCB,5/6/16,5/12/16,DEAD,NA,NA,NA,NA,NA,NA,,NO,
Competition,NA,88,ambient,SP,SP adult,EG seed,40,TCB,5/6/16,5/11/16,X831,5,5,5,NA,NA,NA,,YES,
Competition,NA,89,inoculation,AB,AB seed,SP seed,10,TCB,5/6/16,5/12/16,X862,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,89,inoculation,BD,BD seed,SP seed,10,TCB,5/6/16,5/12/16,X859,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,89,inoculation,BH,BH seed,SP seed,10,TCB,5/6/16,5/12/16,X858,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,89,inoculation,EG,EG seed,SP seed,10,TCB,5/6/16,5/12/16,X863,0.1,0.1,0,NA,NA,NA,,NO,
Competition,NA,89,inoculation,SP,SP seed,SP seed,10,TCB,5/6/16,5/12/16,X860,0,0,0,NA,NA,NA,,NO,
Competition,NA,89,inoculation,EG,EG adult,SP seed,10,TCB,5/6/16,5/12/16,X861,1,1,0,NA,NA,NA,,NO,
Competition,NA,89,inoculation,SP,SP adult,SP seed,10,TCB,5/6/16,5/11/16,X832,1,1,1,NA,NA,NA,,YES,
Competition,NA,90,fungicide,AB,AB seed,SP seed,80,TCB,5/6/16,5/12/16,X876,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,90,fungicide,BD,BD seed,SP seed,80,TCB,5/6/16,5/12/16,X877,0,0,0,NA,NA,NA,,YES,
Competition,NA,90,fungicide,BH,BH seed,SP seed,80,TCB,5/6/16,5/12/16,X879,0,0,0,NA,NA,NA,,YES,
Competition,NA,90,fungicide,EG,EG seed,SP seed,80,TCB,5/6/16,5/12/16,X880,0.1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,90,fungicide,SP,SP seed,SP seed,80,TCB,5/6/16,5/12/16,X878,0,0,0,NA,NA,NA,,NO,
Competition,NA,90,fungicide,EG,EG adult,SP seed,80,TCB,5/6/16,5/12/16,X881,0.1,0,0.1,NA,NA,NA,,YES,
Competition,NA,90,fungicide,SP,SP adult,SP seed,80,TCB,5/6/16,5/12/16,X833,0.1,0,0.1,NA,NA,NA,,YES,SEEDS COLLECTED 5/11
Competition,NA,91,inoculation,AB,AB seed,AB seed,100,TCB,5/6/16,5/12/16,X740,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,91,inoculation,BD,BD seed,AB seed,100,TCB,5/6/16,5/12/16,X885,0,0.1,0,NA,NA,NA,,YES,
Competition,NA,91,inoculation,BH,BH seed,AB seed,100,TCB,5/6/16,5/12/16,X866,0,1,NA,NA,NA,NA,,YES,
Competition,NA,91,inoculation,EG,EG seed,AB seed,100,TCB,5/6/16,5/12/16,X882,1,1,0,NA,NA,NA,,NO,
Competition,NA,91,inoculation,SP,SP seed,AB seed,100,TCB,5/6/16,5/12/16,X883,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,91,inoculation,EG,EG adult,AB seed,100,TCB,5/6/16,5/12/16,X884,1,1,1,NA,NA,NA,,YES,
Competition,NA,91,inoculation,SP,SP adult,AB seed,100,TCB,5/6/16,5/12/16,X839,1,10,5,NA,NA,NA,,YES,
Competition,NA,92,inoculation,AB,AB seed,BH seed,80,TCB,5/6/16,5/12/16,X889,0.1,NA,NA,NA,NA,NA,,YES,
Competition,NA,92,inoculation,BD,BD seed,BH seed,80,TCB,5/6/16,5/12/16,X891,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,92,inoculation,BH,BH seed,BH seed,80,TCB,5/6/16,5/12/16,X892,0,0.1,NA,NA,NA,NA,,YES,
Competition,NA,92,inoculation,EG,EG seed,BH seed,80,TCB,5/6/16,5/12/16,X890,0,0,0,NA,NA,NA,,NO,
Competition,NA,92,inoculation,SP,SP seed,BH seed,80,TCB,5/6/16,5/12/16,X888,0,0,0,NA,NA,NA,,NO,
Competition,NA,92,inoculation,EG,EG adult,BH seed,80,TCB,5/6/16,5/12/16,X887,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,92,inoculation,SP,SP adult,BH seed,80,TCB,5/6/16,5/12/16,X867,1,1,5,NA,NA,NA,,YES,
Competition,NA,93,fungicide,AB,AB seed,EG adult,2,TCB,5/6/16,5/12/16,X894,0,0,0,NA,NA,NA,,YES,
Competition,NA,93,fungicide,BD,BD seed,EG adult,2,TCB,5/6/16,5/12/16,X893,0,0,0,NA,NA,NA,,YES,
Competition,NA,93,fungicide,BH,BH seed,EG adult,2,TCB,5/6/16,5/12/16,X897,0,0.1,0,NA,NA,NA,,YES,
Competition,NA,93,fungicide,EG,EG seed,EG adult,2,TCB,5/6/16,5/12/16,X898,0.1,0,0,NA,NA,NA,,NO,
Competition,NA,93,fungicide,SP,SP seed,EG adult,2,TCB,5/6/16,5/12/16,X896,0,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,93,fungicide,EG,EG adult,EG adult,2,TCB,5/10/16,5/12/16,X895,0,1,0.1,NA,NA,NA,,YES,
Competition,NA,93,fungicide,SP,SP adult,EG adult,2,TCB,5/10/16,5/12/16,DEAD,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,94,ambient,AB,AB seed,SP seed,100,TCB,5/10/16,5/12/16,X902,1,0,0.1,NA,NA,NA,,YES,
Competition,NA,94,ambient,BD,BD seed,SP seed,100,TCB,5/10/16,5/12/16,X899,0.1,0,NA,NA,NA,NA,,YES,
Competition,NA,94,ambient,BH,BH seed,SP seed,100,TCB,5/10/16,5/12/16,X901,0,0,NA,NA,NA,NA,,YES,
Competition,NA,94,ambient,EG,EG seed,SP seed,100,TCB,5/10/16,5/12/16,X900,0.1,0.1,1,NA,NA,NA,,NO,
Competition,NA,94,ambient,SP,SP seed,SP seed,100,TCB,5/10/16,5/12/16,X119,0,0,0,NA,NA,NA,,NO,
Competition,NA,94,ambient,EG,EG adult,SP seed,100,TCB,5/10/16,5/12/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,94,ambient,SP,SP adult,SP seed,100,TCB,5/10/16,5/12/16,X835,5,1,0.1,NA,NA,NA,,YES,
Competition,NA,95,fungicide,AB,AB seed,SP seed,40,TCB,5/10/16,5/12/16,X908,0,0.1,0,NA,NA,NA,,YES,
Competition,NA,95,fungicide,BD,BD seed,SP seed,40,TCB,5/10/16,5/12/16,X907,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,95,fungicide,BH,BH seed,SP seed,40,TCB,5/10/16,5/12/16,X903,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,95,fungicide,EG,EG seed,SP seed,40,TCB,5/10/16,5/12/16,X904,0.1,0,0.1,NA,NA,NA,,NO,
Competition,NA,95,fungicide,SP,SP seed,SP seed,40,TCB,5/10/16,5/12/16,X905,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,95,fungicide,EG,EG adult,SP seed,40,TCB,5/10/16,5/12/16,X906,0.1,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,95,fungicide,SP,SP adult,SP seed,40,TCB,5/10/16,5/11/16,X868,1,1,0.1,NA,NA,NA,,YES,
Competition,NA,96,fungicide,AB,AB seed,EG seed,10,TCB,5/10/16,5/12/16,X909,0.1,0.1,0.1,NA,NA,NA,ORANGE RUST,YES,
Competition,NA,96,fungicide,BD,BD seed,EG seed,10,TCB,5/10/16,5/12/16,X910,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,96,fungicide,BH,BH seed,EG seed,10,TCB,5/10/16,5/12/16,X912,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,96,fungicide,EG,EG seed,EG seed,10,TCB,5/10/16,5/12/16,X914,0.1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,96,fungicide,SP,SP seed,EG seed,10,TCB,5/10/16,5/12/16,X913,0.1,0.1,0.1,NA,NA,NA,,NO,
Competition,NA,96,fungicide,EG,EG adult,EG seed,10,TCB,5/11/16,5/12/16,X911,0.1,0,0,NA,NA,NA,,YES,
Competition,NA,96,fungicide,SP,SP adult,EG seed,10,TCB,5/11/16,5/11/16,X836,1,0,0.1,NA,NA,NA,,YES,
Competition,NA,97,fungicide,AB,AB seed,BD seed,80,TCB,5/11/16,5/12/16,X916,0,0,0,NA,NA,NA,,YES,
Competition,NA,97,fungicide,BD,BD seed,BD seed,80,TCB,5/11/16,5/12/16,X917,0,0,NA,NA,NA,NA,,YES,
Competition,NA,97,fungicide,BH,BH seed,BD seed,80,TCB,5/11/16,5/12/16,X918,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,97,fungicide,EG,EG seed,BD seed,80,TCB,5/11/16,5/12/16,X919,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,97,fungicide,SP,SP seed,BD seed,80,TCB,5/11/16,5/12/16,X920,0,0,0,NA,NA,NA,,NO,
Competition,NA,97,fungicide,EG,EG adult,BD seed,80,TCB,5/11/16,5/12/16,X915,5,0,0,NA,NA,NA,,YES,
Competition,NA,97,fungicide,SP,SP adult,BD seed,80,TCB,5/11/16,5/11/16,X869,0,0.1,0.1,NA,NA,NA,,YES,
Competition,NA,98,ambient,AB,AB seed,AB seed,20,TCB,5/11/16,5/12/16,X923,0,1,1,NA,NA,NA,ORANGE RUST,YES,
Competition,NA,98,ambient,BD,BD seed,AB seed,20,TCB,5/11/16,5/12/16,X921,0,0,0,NA,NA,NA,,YES,
Competition,NA,98,ambient,BH,BH seed,AB seed,20,TCB,5/11/16,5/12/16,X926,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,98,ambient,EG,EG seed,AB seed,20,TCB,5/11/16,5/12/16,X924,1,1,0.1,NA,NA,NA,,NO,
Competition,NA,98,ambient,SP,SP seed,AB seed,20,TCB,5/11/16,5/12/16,X922,0,1,NA,NA,NA,NA,,NO,
Competition,NA,98,ambient,EG,EG adult,AB seed,20,TCB,5/11/16,5/12/16,X925,1,1,1,NA,NA,NA,,YES,
Competition,NA,98,ambient,SP,SP adult,AB seed,20,TCB,5/11/16,5/11/16,X837,5,1,1,NA,NA,NA,,YES,
Competition,NA,99,ambient,AB,AB seed,BD seed,40,TCB,5/11/16,5/12/16,X927,1,1,1,NA,NA,NA,,YES,
Competition,NA,99,ambient,BD,BD seed,BD seed,40,TCB,5/11/16,5/12/16,X932,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,99,ambient,BH,BH seed,BD seed,40,TCB,5/11/16,5/12/16,X930,NA,NA,NA,NA,NA,NA,,YES,
Competition,NA,99,ambient,EG,EG seed,BD seed,40,TCB,5/11/16,5/12/16,X928,1,0,0.1,NA,NA,NA,,NO,
Competition,NA,99,ambient,SP,SP seed,BD seed,40,TCB,5/11/16,5/12/16,X931,1,0.1,0,NA,NA,NA,,NO,
Competition,NA,99,ambient,EG,EG adult,BD seed,40,TCB,5/11/16,5/12/16,X929,1,0.1,1,NA,NA,NA,,YES,
Competition,NA,99,ambient,SP,SP adult,BD seed,40,TCB,5/11/16,5/11/16,X838,5,0.1,5,NA,NA,NA,,YES,
Competition,NA,100,fungicide,AB,AB seed,BD seed,100,TCB,5/11/16,5/12/16,X933,0,0,0,NA,NA,NA,,YES,
Competition,NA,100,fungicide,BD,BD seed,BD seed,100,TCB,5/11/16,5/12/16,X934,0,NA,NA,NA,NA,NA,,YES,
Competition,NA,100,fungicide,BH,BH seed,BD seed,100,TCB,5/11/16,5/12/16,X935,0.1,0,NA,NA,NA,NA,,YES,
Competition,NA,100,fungicide,EG,EG seed,BD seed,100,TCB,5/11/16,5/12/16,X936,0,0,0,NA,NA,NA,,NO,
Competition,NA,100,fungicide,SP,SP seed,BD seed,100,TCB,5/11/16,5/12/16,X937,0,0,0.1,NA,NA,NA,,NO,
Competition,NA,100,fungicide,EG,EG adult,BD seed,100,TCB,5/11/16,5/12/16,MISSING,NA,NA,NA,NA,NA,NA,,NA,
Competition,NA,100,fungicide,SP,SP adult,BD seed,100,TCB,5/11/16,5/11/16,X870,0.1,1,1,NA,NA,NA,,NO,SMUT
Competition,NA,101,ambient,AB,AB seed,EG adult,8,TCB,5/11/16,5/12/16,X940,0.1,0.1,1,NA,NA,NA,,YES,
